Title,Authors,Publisher,PublishedDate,ISBN,PageCount,Categories,AverageRating,RatingsCount,Language,Language_en,Language_es,TitleWordCount
To Shake the Sleeping Self,Jedidiah Jenkins,Convergent Books,2018-10-02,9781524761394.0,354.0,Biography & Autobiography,5.0,1.0,en,1.0,0.0,5
Playing with Myself,Randy Rainbow,St. Martin's Press,2022-04-19,9781250276261.0,248.0,Biography & Autobiography,5.0,2.0,en,1.0,0.0,3
Can't Hurt Me,David Goggins,David Goggins,2021-03-03,9781544512266.0,386.0,Health & Fitness,4.0,3.0,en,1.0,0.0,3
Who Was Dr. Seuss?,"Janet B. Pascal, Who HQ",Penguin,2011-07-07,9781101535431.0,114.0,Juvenile Nonfiction,3.5,5.0,en,1.0,0.0,4
Thomas Jefferson: The Art of Power,Jon Meacham,Random House,2012-11-13,9780679645368.0,833.0,Biography & Autobiography,5.0,3.0,en,1.0,0.0,6
The Rural Diaries,Hilarie Burton,HarperCollins,2020-05-05,9780062862723.0,277.0,Biography & Autobiography,5.0,1.0,en,1.0,0.0,3
Contract with America,"Newt Gingrich, Richard K. Armey",Three Rivers Press,1994-01-01,9780812925869.0,212.0,Political Science,5.0,1.0,en,1.0,0.0,3
Out of the Corner,Jennifer Grey,Ballantine Books,2022-05-03,9780593356715.0,353.0,Biography & Autobiography,5.0,1.0,en,1.0,0.0,4
Things I Should Have Said,Jamie Lynn Spears,Hachette UK,2022-01-18,9781546001003.0,210.0,Biography & Autobiography,1.0,2.0,en,1.0,0.0,5
My Survival: A Girl on Schindler's List,"Joshua M. Greene, Rena Finder",Scholastic Inc.,2019-12-26,9781338593808.0,85.0,Juvenile Nonfiction,5.0,1.0,en,1.0,0.0,7
Nikola Tesla,Sean Patrick,Oculus Publishers,2013-03-18,9781938895173.0,50.0,Self-Help,3.0,17.0,en,1.0,0.0,2
The Bradbury Chronicles,Sam Weller,Harper Collins,2013-09-17,9780062245069.0,438.0,Biography & Autobiography,3.0,1.0,en,1.0,0.0,3
Complete Maus,Art Spiegelman,Penguin Books Limited,2003-01-01,9780141014081.0,296.0,Children of Holocaust survivors,4.0,1.0,en,1.0,0.0,2
The Mitford Girls,Mary S. Lovell,Time Warner Books UK,2002-01-01,9780349115054.0,611.0,Aristocracy (Social class),5.0,1.0,en,1.0,0.0,3
The Rise of Theodore Roosevelt,Edmund Morris,Random House Trade Paperbacks,2001-11-20,9780375756788.0,962.0,Biography & Autobiography,4.5,5.0,en,1.0,0.0,5
Killing Reagan,"Bill O'Reilly, Martin Dugard",Macmillan,2015-09-22,9781627792417.0,320.0,Biography & Autobiography,5.0,1.0,en,1.0,0.0,2
The Gucci Mane Guide to Greatness,Gucci Mane,Simon and Schuster,2020-10-13,9781471198830.0,238.0,Biography & Autobiography,5.0,1.0,en,1.0,0.0,6
The Man Who Knew,Sebastian Mallaby,Bloomsbury Publishing,2016-10-20,9781408855799.0,833.0,Biography & Autobiography,3.0,2.0,en,1.0,0.0,4
Jonas Salk,Charlotte DeCroes Jacobs,Oxford University Press,2015-04-21,9780199334438.0,588.0,Medical,4.0,1.0,en,1.0,0.0,2
Endurance,Alfred Lansing,Basic Books,2014-04-29,9780465058792.0,412.0,History,5.0,2.0,en,1.0,0.0,1
The Backyard Adventurer,Beau Miles,Brio Books Pty Ltd,2021-05-05,9781922267313.0,288.0,Sports & Recreation,5.0,1.0,en,1.0,0.0,3
Alanna,Tamora Pierce,Simon and Schuster,2009-12-08,9781439120293.0,272.0,Young Adult Fiction,5.0,1.0,en,1.0,0.0,1
The Nebraska Adventure,Jean A. Lukesh,Gibbs Smith,2021-01-01,9781423625483.0,289.0,Nebraska,2.0,3.0,en,1.0,0.0,3
Adventures of Ook and Gluk: Kung Fu Cavemen from the Future,Dav Pilkey,Scholastic Inc.,2012-12-01,9780545513166.0,657.0,Juvenile Fiction,5.0,2.0,en,1.0,0.0,11
The Nebraska Adventure,Jean A. Lukesh,Gibbs Smith,2021-01-01,9781423625483.0,289.0,Nebraska,2.0,3.0,en,1.0,0.0,3
Graceling,Kristin Cashore,Houghton Mifflin Harcourt,2008-01-01,9780152063962.0,492.0,Juvenile Fiction,4.5,48.0,en,1.0,0.0,1
Love Does,Bob Goff,Thomas Nelson Inc,2012-01-01,9781400203758.0,242.0,Religion,5.0,2.0,en,1.0,0.0,2
Yoga Pretzels,"Tara Lynda Guber, Leah Kalish",Barefoot Books,2005-01-01,9781905236046.0,110.0,Hatha yoga,5.0,1.0,en,1.0,0.0,2
The King of Sting,Coyote Peterson,"Little, Brown Books for Young Readers",2018-11-27,9780316423144.0,211.0,Juvenile Nonfiction,5.0,1.0,en,1.0,0.0,4
Rowley Jefferson's Awesome Friendly Adventure,Jeff Kinney,Abrams,2020-08-04,9781647001667.0,224.0,Juvenile Fiction,4.5,5.0,en,1.0,0.0,5
Into Thin Air,Jon Krakauer,Anchor,1998-11-12,9780679462712.0,318.0,Biography & Autobiography,4.5,48.0,en,1.0,0.0,3
The Right Stuff,Tom Wolfe,"Farrar, Straus and Giroux",2008-03-04,9781429961325.0,370.0,History,4.5,6.0,en,1.0,0.0,3
Gentlemen of the Road,Michael Chabon,Del Rey,2008-09-30,9780345502070.0,226.0,Fiction,2.0,1.0,en,1.0,0.0,4
Sandwalk Adventures,Jay S Hosler,Active Synapse,2003-01-01,9780967725512.0,164.0,Juvenile Fiction,4.5,2.0,en,1.0,0.0,2
A Cook's Tour,Anthony Bourdain,Bloomsbury Publishing USA,2010-09-17,9781608195176.0,292.0,Cooking,4.0,2.0,en,1.0,0.0,3
Words on Fire,Jennifer A. Nielsen,Scholastic Inc.,2019-10-01,9781338275513.0,274.0,Juvenile Fiction,5.0,4.0,en,1.0,0.0,3
Flora & Ulysses,Kate DiCamillo,Candlewick Press,2013-09-24,9780763660406.0,241.0,Juvenile Fiction,4.5,4.0,en,1.0,0.0,3
Henry and Mudge,Cynthia Rylant,Simon and Schuster,,9780689810053.0,46.0,Juvenile Fiction,5.0,2.0,en,1.0,0.0,3
"Lost in the Pacific, 1942: Not a Drop to Drink (Lost #1)",Tod Olson,Scholastic Inc.,2016-10-25,9780545928120.0,143.0,Juvenile Nonfiction,5.0,1.0,en,1.0,0.0,12
The Last Days of Jack Sparks,Jason Arnopp,Orbit,2016-03-01,9780316362252.0,385.0,Fiction,3.0,1.0,en,1.0,0.0,6
The Adventure Zone: Here There Be Gerblins,"Clint McElroy, Griffin McElroy, Justin McElroy, Carey Pietsch, Travis McElroy",First Second Books,2018-07-17,9781250153708.0,258.0,Comics & Graphic Novels,4.5,3.0,en,1.0,0.0,7
The Emerald Mile,Kevin Fedarko,Simon and Schuster,,9781439159866.0,448.0,Biography & Autobiography,5.0,2.0,en,1.0,0.0,3
Stone Fox,John Reynolds Gardiner,Harper Collins,2010-05-18,9780062009661.0,103.0,Juvenile Fiction,4.5,27.0,en,1.0,0.0,2
Brave Like My Brother,Marc Tyler Nobleman,Scholastic Inc.,2016-06-28,9780545880374.0,64.0,Juvenile Fiction,2.0,1.0,en,1.0,0.0,4
The Adventure of the Speckled Band,"Sir Arthur Conan Doyle, P. James Macaluso",Andrews UK Limited,2016-08-31,9781780928838.0,38.0,Fiction,4.5,2.0,en,1.0,0.0,6
Journey,Aaron Becker,Candlewick Press,2013-08-06,9780763660536.0,41.0,Juvenile Fiction,3.5,3.0,en,1.0,0.0,1
We Are Not Eaten by Yaks,C. Alexander London,Penguin,2011-02-22,9781101475874.0,217.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,6
Conquistadors of the Useless,Lionel Terray,Mountaineers Books,2008-09-16,9781680510843.0,504.0,Biography & Autobiography,5.0,1.0,en,1.0,0.0,4
Mason & Dixon,Thomas Pynchon,Penguin,2012-06-13,9781101594643.0,776.0,Fiction,2.0,2.0,en,1.0,0.0,3
My Msadventures,Becky Kennedy,BalboaPress,2013-01-17,9781452566429.0,185.0,Self-Help,5.0,1.0,en,1.0,0.0,2
Musashi,Eiji Yoshikawa,"Vertical, Inc.",2012-08-10,9781568364513.0,1547.0,Fiction,5.0,1.0,en,1.0,0.0,1
Mason & Dixon,Thomas Pynchon,Penguin,2012-06-13,9781101594643.0,776.0,Fiction,2.0,2.0,en,1.0,0.0,3
Musashi,Eiji Yoshikawa,"Vertical, Inc.",2012-08-10,9781568364513.0,1547.0,Fiction,5.0,1.0,en,1.0,0.0,1
Cases and Materials on the Carriage of Goods By Sea,Martin Dockray,Routledge,2013-03-04,9781135335601.0,499.0,Law,5.0,1.0,en,1.0,0.0,10
The Dangerous Book for Boys,"Conn Iggulden, Hal Iggulden",HarperCollins,2018-04-03,9780062874979.0,561.0,Crafts & Hobbies,4.0,1.0,en,1.0,0.0,5
Against the Day,Thomas Pynchon,Penguin,2012-06-13,9781101594667.0,1541.0,Fiction,3.0,8.0,en,1.0,0.0,3
West with the Night,Beryl Markham,Macmillan,1983-01-01,9780865471184.0,308.0,Biography & Autobiography,4.5,4.0,en,1.0,0.0,4
Clear and Present Danger,Tom Clancy,Penguin,1990-07-01,9781101002568.0,978.0,Fiction,4.0,5.0,en,1.0,0.0,4
Hush-Hush,Stuart Woods,Penguin,2020-12-29,9780593188354.0,338.0,Fiction,4.0,1.0,en,1.0,0.0,1
Shoeless Joe & Me,Dan Gutman,Harper Collins,2009-10-06,9780061973567.0,180.0,Juvenile Fiction,3.5,4.0,en,1.0,0.0,4
Ghostwritten,David Mitchell,Vintage,2007-12-18,9780307426024.0,444.0,Fiction,4.5,10.0,en,1.0,0.0,1
Treasure of Khan,"Clive Cussler, Dirk Cussler",Penguin,2006-11-28,9781101206355.0,572.0,Fiction,3.5,2.0,en,1.0,0.0,3
The Silent Patient,Alex Michaelides,Celadon Books,2019-02-05,9781250301710.0,322.0,Fiction,4.0,10.0,en,1.0,0.0,3
The MeatEater Guide to Wilderness Skills and Survival,Steven Rinella,Random House,2020-12-01,9780593129708.0,465.0,Sports & Recreation,5.0,1.0,en,1.0,0.0,8
The River,Gary Paulsen,Ember,2012-03-13,9780307929617.0,178.0,Young Adult Fiction,5.0,1.0,en,1.0,0.0,2
The Last Kids on Earth,Max Brallier,Viking Books for Young Readers,2015-10-13,9780670016617.0,248.0,Juvenile Fiction,5.0,3.0,en,1.0,0.0,5
Children of the Lamp,Philip Kerr,Scholastic Paperbacks,2005-09-01,9780439670203.0,355.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,4
Flood Tide,Clive Cussler,Simon and Schuster,,9780671000318.0,564.0,Fiction,3.5,4.0,en,1.0,0.0,2
The Bone Clocks,David Mitchell,Knopf Canada,2014-09-02,9780307366771.0,646.0,Fiction,3.5,2.0,en,1.0,0.0,3
Bridge to Terabithia (rack),Katherine Paterson,Harper Collins,2004-12-28,9780060734015.0,212.0,Juvenile Fiction,3.5,48.0,en,1.0,0.0,4
This Is How,Augusten Burroughs,St. Martin's Press,2012-05-08,9781250011565.0,239.0,Self-Help,4.5,4.0,en,1.0,0.0,3
What I Know For Sure,Oprah Winfrey,Flatiron Books,2014-09-02,9781250054074.0,241.0,"Body, Mind & Spirit",5.0,2.0,en,1.0,0.0,5
Help Me!,Marianne Power,Grove Press,2019-01-15,9780802146885.0,327.0,Self-Help,2.0,1.0,en,1.0,0.0,2
Your Sacred Self,Wayne W. Dyer,Harper Collins,2009-10-13,9780061864827.0,402.0,Self-Help,5.0,3.0,en,1.0,0.0,3
Breaking Free from Emotional Eating,Geneen Roth,Penguin,2003-05-06,9780452284913.0,228.0,Health & Fitness,4.5,2.0,en,1.0,0.0,5
Atomic Habits,James Clear,Penguin,2018-10-16,9780735211292.0,321.0,Business & Economics,3.5,7.0,en,1.0,0.0,2
Clarity & Connection,Yung Pueblo,Andrews McMeel Publishing,2021-04-27,9781524869861.0,244.0,Poetry,3.0,2.0,en,1.0,0.0,3
The Self Help Addict,Daniel Gefen,Evolve Global Publishing,2018-03-16,9781981930456.0,231.0,Self-Help,4.0,1.0,en,1.0,0.0,4
Grief Therapy,Karen Katafiasz,Open Road Media,2014-09-09,9781497688346.0,140.0,Self-Help,5.0,1.0,en,1.0,0.0,2
A Little Life,Hanya Yanagihara,Vintage,2016-01-26,9780804172707.0,833.0,Fiction,2.0,1.0,en,1.0,0.0,3
The Happiness Project,Gretchen Rubin,Harper Collins,2012-06-26,9781443418195.0,354.0,Biography & Autobiography,5.0,1.0,en,1.0,0.0,3
"Weight, Sex, and Marriage","Richard B. Stuart, Barbara Jacobson",Guilford Press,1994-12-01,9780898620603.0,198.0,Psychology,4.0,1.0,en,1.0,0.0,4
What a Time to be Alone,Chidera Eggerue,Hardie Grant Publishing,2018-07-26,9781787133143.0,195.0,Family & Relationships,5.0,1.0,en,1.0,0.0,6
From Stress to Success in Just 31 Days!,Dr. John F. Demartini,"Hay House, Inc",2009-07-15,9781401926205.0,162.0,Self-Help,3.0,1.0,en,1.0,0.0,8
How to Get Filthy Rich in Rising Asia,Mohsin Hamid,Penguin,2013-03-05,9781101603789.0,129.0,Fiction,4.0,1.0,en,1.0,0.0,8
What Doesn't Kill Us,Stephen Joseph,Basic Books,2011-11-01,9780465027927.0,336.0,Psychology,1.0,1.0,en,1.0,0.0,4
The Subtle Art of Not Giving a F*ck,Mark Manson,HarperCollins,2016-09-13,9780062457738.0,197.0,Self-Help,4.0,17.0,en,1.0,0.0,8
Feeling Good Together,"David D. Burns, M.D.",Harmony,2008-12-30,9780767930901.0,290.0,Psychology,4.5,2.0,en,1.0,0.0,3
The Subtle Art of Not Giving a F*ck,Mark Manson,HarperCollins,2016-09-13,9780062457738.0,197.0,Self-Help,4.0,17.0,en,1.0,0.0,8
Pashmina,Nidhi Chanani,First Second,2017-10-03,9781250192264.0,180.0,Juvenile Fiction,5.0,2.0,en,1.0,0.0,1
Start Where You Are,Pema Chödrön,Shambhala Publications,2004-03-09,9781590301425.0,240.0,Religion,5.0,2.0,en,1.0,0.0,4
The Antidote,Oliver Burkeman,"Farrar, Straus and Giroux",2012-11-13,9781429947602.0,257.0,Self-Help,5.0,1.0,en,1.0,0.0,2
Overcoming Obsessive-Compulsive Disorder,"David Veale, Rob Willson",Robinson,2009-08-27,9781849011761.0,273.0,Self-Help,5.0,1.0,en,1.0,0.0,3
The Gentle Art of Swedish Death Cleaning,Margareta Magnusson,Simon and Schuster,2018-01-02,9781501173257.0,144.0,House & Home,5.0,1.0,en,1.0,0.0,7
How to Write what You Want and Sell what You Write,Skip Press,Career PressInc,1995-01-01,9781564141521.0,223.0,Reference,4.0,1.0,en,1.0,0.0,11
